time(s)	f (Hz)	Nharm	X (V)	Y (V)	R (V)	teta (degr)
231.2049942016602	66.99939999999999	1	0.273867	-0.402712	0.487001	-55.776
232.3619995117188	67.99890000000001	1	0.268618	-0.400515	0.482241	-56.148
233.5109939575195	68.99639999999999	1	0.263796	-0.398195	0.477602	-56.472
234.6279983520508	69.99590000000001	1	0.258791	-0.395815	0.472902	-56.82
235.7459945678711	70.99720000000001	1	0.254091	-0.393557	0.468447	-57.15
236.9169998168945	71.9948	1	0.249452	-0.391298	0.463991	-57.48
238.0550003051758	72.9961	1	0.244874	-0.389101	0.459658	-57.81
239.1739959716797	73.99939999999999	1	0.240602	-0.386599	0.455324	-58.098
240.2949981689453	74.9969	1	0.23639	-0.38434	0.451174	-58.404
241.4440002441406	75.9945	1	0.232118	-0.382143	0.447084	-58.716
242.5759963989258	76.9978	1	0.22815	-0.379763	0.442995	-58.998
243.7019958496094	77.99720000000001	1	0.224	-0.377565	0.438967	-59.316
244.8299942016602	78.9986	1	0.220155	-0.375246	0.434999	-59.592
245.9799957275391	79.9961	1	0.216432	-0.373049	0.431276	-59.868
247.1079940795898	80.9956	1	0.212708	-0.37079	0.427431	-60.156
248.2599945068359	81.9988	1	0.209168	-0.368532	0.423708	-60.414
249.3849945068359	82.99639999999999	1	0.205689	-0.366396	0.420107	-60.69
250.5289993286133	83.9996	1	0.202332	-0.364138	0.416506	-60.93
251.6510009765625	84.99720000000001	1	0.198792	-0.362001	0.412905	-61.218
252.7760009765625	85.9947	1	0.195619	-0.359743	0.409426	-61.458
253.9359970092773	86.9999	1	0.192445	-0.357607	0.406008	-61.71
255.1079940795898	87.99550000000001	1	0.189271	-0.355471	0.402651	-61.962
256.2350006103516	88.99500000000001	1	0.186219	-0.353334	0.399416	-62.202
257.3619995117188	89.9982	1	0.18329	-0.351198	0.396059	-62.436
258.5089950561523	90.9958	1	0.18036	-0.349062	0.392885	-62.67
259.6790008544922	91.9962	1	0.177491	-0.347048	0.389772	-62.91
260.7989959716797	92.9947	1	0.174684	-0.344973	0.386599	-63.132
261.9160003662109	93.996	1	0.171998	-0.342897	0.383608	-63.36
263.0479965209961	94.9945	1	0.169251	-0.340944	0.380617	-63.588
264.1849975585938	95.993	1	0.166749	-0.338808	0.377565	-63.786
265.3259963989258	96.9944	1	0.164186	-0.336977	0.374819	-64.014
266.4469985961914	97.99290000000001	1	0.161805	-0.334902	0.371889	-64.206
267.5970001220703	98.9971	1	0.159303	-0.33301	0.369081	-64.422
268.75	99.9956	1	0.1568	-0.331057	0.366274	-64.65000000000001
269.8719940185547	100.997	1	0.154542	-0.329103	0.363527	-64.842
270.9990005493164	101.998	1	0.152345	-0.327211	0.360903	-65.02200000000001
272.1439971923828	102.994	1	0.150147	-0.32538	0.358278	-65.22
273.2979965209961	103.995	1	0.147889	-0.323427	0.355654	-65.41800000000001
274.4129943847656	104.994	1	0.145692	-0.321596	0.352968	-65.622
275.5329971313477	105.995	1	0.143617	-0.319765	0.350466	-65.80800000000001
276.6749954223633	106.994	1	0.14148	-0.317995	0.347963	-66.006
277.8259963989258	107.995	1	0.139466	-0.316164	0.345461	-66.19199999999999
278.9420013427734	108.996	1	0.137513	-0.314333	0.343019	-66.366
280.0609970092773	109.995	1	0.13556	-0.312624	0.3407	-66.55200000000001
281.2019958496094	110.993	1	0.133546	-0.310915	0.33832	-66.744
282.3190002441406	111.992	1	0.131715	-0.309145	0.335939	-66.91200000000001
283.4329986572266	112.996	1	0.129884	-0.307436	0.333742	-67.092
284.5579986572266	113.995	1	0.128114	-0.305788	0.331484	-67.26600000000001
285.6999969482422	114.996	1	0.126344	-0.304079	0.329165	-67.428
286.8219985961914	115.997	1	0.124573	-0.30237	0.326967	-67.602
287.952995300293	116.996	1	0.122803	-0.300783	0.324831	-67.782
289.1149978637695	117.997	1	0.121216	-0.299135	0.322695	-67.938
290.2679977416992	118.996	1	0.119507	-0.297548	0.32062	-68.112
291.3829956054688	119.994	1	0.118104	-0.295839	0.318483	-68.232
292.504997253418	120.993	1	0.116333	-0.294374	0.316469	-68.43000000000001
293.7259979248047	121.994	1	0.114808	-0.292788	0.314455	-68.58
294.879997253418	122.995	1	0.113282	-0.291262	0.312441	-68.742
295.9990005493164	123.997	1	0.111756	-0.289736	0.310488	-68.898
297.129997253418	124.995	1	0.110291	-0.28821	0.308535	-69.054
298.3019943237305	125.997	1	0.108826	-0.286684	0.306581	-69.20999999999999
299.4589996337891	126.995	1	0.107422	-0.285219	0.30475	-69.354
300.5919952392578	127.996	1	0.105958	-0.283693	0.302797	-69.51000000000001
301.7220001220703	128.998	1	0.104615	-0.28229	0.300966	-69.66
302.9039993286133	129.993	1	0.103272	-0.280825	0.299135	-69.798
304.0629959106445	130.998	1	0.101929	-0.27936	0.297304	-69.95399999999999
305.1869964599609	131.996	1	0.100525	-0.278017	0.295534	-70.11
306.3099975585938	132.995	1	0.0992436	-0.276613	0.293825	-70.24800000000001
307.4629974365234	133.996	1	0.0980229	-0.275148	0.292055	-70.38
308.6149978637695	134.992	1	0.0967412	-0.273806	0.290346	-70.524
309.734001159668	135.996	1	0.09552049999999999	-0.272463	0.288637	-70.66800000000001
310.8939971923828	136.997	1	0.0942998	-0.271059	0.286928	-70.812
312.0559997558594	137.997	1	0.0931401	-0.269777	0.285341	-70.944
313.1949996948242	138.996	1	0.0919194	-0.268435	0.283693	-71.08799999999999
314.3149948120117	139.992	1	0.09082079999999999	-0.267153	0.282106	-71.22
315.4339981079102	140.991	1	0.08966109999999999	-0.26581	0.280519	-71.358
316.5909957885742	141.995	1	0.0884404	-0.264589	0.278933	-71.508
317.7350006103516	142.994	1	0.0874028	-0.263308	0.277346	-71.628
318.8619995117188	143.993	1	0.0863042	-0.262087	0.275881	-71.76000000000001
319.9860000610352	144.997	1	0.0853276	-0.260805	0.274355	-71.88
321.1339950561523	145.992	1	0.084229	-0.259523	0.272768	-72.012
322.2639999389648	146.995	1	0.0831914	-0.258303	0.271303	-72.14400000000001
323.3919982910156	147.995	1	0.08209279999999999	-0.257082	0.269838	-72.282
324.5169982910156	148.994	1	0.08117720000000001	-0.255861	0.268373	-72.39
325.6949996948242	149.994	1	0.0800786	-0.254641	0.266909	-72.53400000000001
