time(s)	f (Hz)	Nharm	X (V)	Y (V)	R (V)	teta (degr)
250.5380020141602	83.9996	1	0.00799567	-0.0147095	0.0167238	-61.344
251.661003112793	84.9991	1	0.00787359	-0.0146485	0.0165406	-61.584
252.7840042114258	85.9947	1	0.00775149	-0.0145875	0.0164796	-61.83
253.9360046386719	86.9999	1	0.00756839	-0.0144654	0.0162965	-62.232
255.0559997558594	87.99930000000001	1	0.00738528	-0.0144044	0.0161744	-62.694
256.1780014038086	88.9969	1	0.00738528	-0.0143433	0.0160524	-62.532
257.3059997558594	89.9982	1	0.00714114	-0.0142213	0.0159303	-63.114
258.4680023193359	90.9996	1	0.00708011	-0.0142213	0.0158082	-63.276
259.599006652832	91.9962	1	0.006897	-0.0140381	0.0156251	-63.708
260.7200012207031	92.9947	1	0.00683597	-0.0139771	0.015503	-63.762
261.8580017089844	93.996	1	0.0067139	-0.0139161	0.0153809	-64.152
263.031005859375	94.9974	1	0.00659183	-0.013855	0.0152588	-64.44
264.1520004272461	95.99590000000001	1	0.00646976	-0.013733	0.0151978	-64.67400000000001
265.2830047607422	96.9944	1	0.00634769	-0.0136719	0.0150757	-64.908
266.4260025024414	97.99290000000001	1	0.00622562	-0.0135499	0.0148926	-65.09999999999999
267.5780029296875	98.9943	1	0.00616458	-0.0134888	0.0147706	-65.39400000000001
268.6990051269531	99.9956	1	0.00604251	-0.0134278	0.0146485	-65.64
269.8199996948242	100.994	1	0.0058594	-0.0133057	0.0145264	-66.024
270.9600067138672	101.995	1	0.0058594	-0.0132447	0.0144654	-66.09
272.1140060424805	103	1	0.00573733	-0.0131837	0.0143433	-66.348
273.2649993896484	103.993	1	0.00561526	-0.0130616	0.0141602	-66.624
274.3970031738281	104.997	1	0.00555423	-0.0130005	0.0140992	-66.642
275.547004699707	105.995	1	0.00543216	-0.0128785	0.0139161	-66.97799999999999
276.7880020141602	106.999	1	0.00537112	-0.0128174	0.013855	-67.128
277.9100036621094	107.995	1	0.00524905	-0.0127564	0.013794	-67.404
279.0410003662109	108.996	1	0.00518802	-0.0126343	0.0136109	-67.62600000000001
280.1840057373047	109.995	1	0.00512698	-0.0126343	0.0135499	-67.83
281.3260040283203	110.996	1	0.00506595	-0.0125123	0.0134278	-67.752
282.4470062255859	111.995	1	0.00494388	-0.0124512	0.0133057	-68.172
283.568000793457	112.993	1	0.00482181	-0.0123902	0.0132447	-68.652
284.7280044555664	113.992	1	0.00476077	-0.0122681	0.0131226	-68.628
285.8790054321289	114.993	1	0.00469974	-0.0122071	0.0130005	-68.88
287	115.997	1	0.00457767	-0.0122071	0.0130005	-69.15000000000001
288.1230010986328	116.993	1	0.00457767	-0.012085	0.0128785	-69.13200000000001
289.2690048217773	117.997	1	0.00451663	-0.012085	0.0128174	-69.36
290.4010009765625	118.996	1	0.00439456	-0.011963	0.0126954	-69.618
291.5330047607422	119.997	1	0.00433353	-0.0118409	0.0125733	-69.744
292.6550064086914	120.998	1	0.00421146	-0.0118409	0.0125123	-70.17
293.8070068359375	121.994	1	0.00421146	-0.0117188	0.0123902	-69.91200000000001
294.9290008544922	122.998	1	0.00415042	-0.0116578	0.0123292	-70.146
296.0600051879883	123.994	1	0.00408939	-0.0115967	0.0122071	-70.482
297.1800003051758	124.995	1	0.00402835	-0.0115357	0.0121461	-70.67400000000001
298.3360061645508	125.994	1	0.00390628	-0.0114747	0.012085	-70.92
299.4570007324219	126.995	1	0.00390628	-0.0114136	0.012024	-70.962
300.5770034790039	127.999	1	0.00378419	-0.0113526	0.011963	-71.31
301.7320022583008	128.998	1	0.00372316	-0.0112916	0.0117798	-71.46599999999999
302.8830032348633	129.993	1	0.00372316	-0.0112305	0.0117798	-71.41200000000001
304.0070037841797	130.998	1	0.00366212	-0.0111695	0.0117188	-71.616
305.1280059814453	131.993	1	0.00360109	-0.0110474	0.0115967	-71.77200000000001
306.2620010375977	132.995	1	0.00354005	-0.0110474	0.0115357	-71.88
307.4240036010742	133.996	1	0.00354005	-0.0109254	0.0114136	-71.88
308.5440063476563	134.997	1	0.00354005	-0.0109254	0.0114136	-71.88
309.6640014648438	135.996	1	0.00341798	-0.0108033	0.0112916	-72.15000000000001
310.8170013427734	136.997	1	0.00329591	-0.0107422	0.0111695	-72.696
311.9970016479492	137.993	1	0.00329591	-0.0106812	0.0111085	-72.81
313.1190032958984	138.996	1	0.00329591	-0.0106812	0.0111085	-72.59399999999999
314.2390060424805	139.992	1	0.00317384	-0.0105591	0.0109864	-73.098
315.4050064086914	140.991	1	0.00317384	-0.0104981	0.0109254	-72.834
316.5760040283203	141.995	1	0.00311281	-0.0104981	0.0109254	-73.17
317.7020034790039	142.994	1	0.00305177	-0.010376	0.0108033	-73.34999999999999
318.8240051269531	143.993	1	0.00305177	-0.010376	0.0107422	-73.518
319.9750061035156	144.997	1	0.00305177	-0.010254	0.0106202	-73.31999999999999
321.1450042724609	145.992	1	0.0029297	-0.010254	0.0106202	-74.00400000000001
322.2680053710938	146.995	1	0.0029297	-0.010254	0.0105591	-73.956
323.4020004272461	147.995	1	0.00280763	-0.0100709	0.0104371	-74.106
324.5419998168945	148.994	1	0.00280763	-0.0100709	0.010376	-74.05200000000001
325.7779998779297	149.994	1	0.00280763	-0.0100709	0.010376	-74.232
