time(s)	f (Hz)	Nharm	X (V)	Y (V)	R (V)	teta (degr)
291.7890014648438	77.9953	1	0.103394	-0.211671	0.235536	-63.966
292.9079971313477	78.9967	1	0.101136	-0.210267	0.233277	-64.30200000000001
294.0540008544922	79.9961	1	0.0989385	-0.208802	0.231019	-64.63800000000001
295.1669998168945	80.9975	1	0.0968633	-0.207276	0.228761	-64.95
296.2799987792969	81.9988	1	0.09472700000000001	-0.205934	0.226624	-65.298
297.4219970703125	82.99639999999999	1	0.0927129	-0.204469	0.224488	-65.604
298.5839996337891	83.9958	1	0.09069869999999999	-0.203187	0.222413	-65.928
299.7040023803711	84.99720000000001	1	0.08874559999999999	-0.201661	0.220277	-66.24
300.8259963989258	86.0004	1	0.0867925	-0.200318	0.218263	-66.56999999999999
301.9779968261719	86.99420000000001	1	0.0850224	-0.198915	0.216249	-66.852
303.1189956665039	87.9974	1	0.0831914	-0.197572	0.214356	-67.152
304.2409973144531	88.9988	1	0.08142140000000001	-0.196229	0.212403	-67.458
305.3610000610352	89.9944	1	0.0796514	-0.194825	0.21045	-67.758
306.5139999389648	90.9939	1	0.0781255	-0.193482	0.208619	-68.01000000000001
307.6669998168945	91.9962	1	0.0764165	-0.192201	0.206788	-68.316
308.7919998168945	92.9947	1	0.0747075	-0.190797	0.204835	-68.61
309.911994934082	93.996	1	0.0733037	-0.189454	0.203126	-68.83799999999999
311.0629959106445	94.9945	1	0.0717168	-0.188172	0.201356	-69.12000000000001
312.1949996948242	95.99590000000001	1	0.070313	-0.186952	0.199647	-69.378
313.3160018920898	96.9944	1	0.0688481	-0.185609	0.197877	-69.642
314.4369964599609	97.99290000000001	1	0.0674443	-0.184327	0.196229	-69.89400000000001
315.6660003662109	98.9971	1	0.0660405	-0.183045	0.194581	-70.146
316.7989959716797	99.9956	1	0.06463670000000001	-0.181886	0.192933	-70.422
317.9199981689453	100.994	1	0.063355	-0.180604	0.191346	-70.65600000000001
319.0429992675781	101.995	1	0.0621951	-0.179383	0.18982	-70.86
320.1949996948242	102.997	1	0.0609744	-0.178163	0.188233	-71.09399999999999
321.3160018920898	103.995	1	0.0596926	-0.176942	0.186646	-71.34
322.4389953613281	104.997	1	0.058533	-0.17566	0.185121	-71.556
323.5589981079102	105.995	1	0.0573733	-0.1745	0.183656	-71.79000000000001
324.7220001220703	106.996	1	0.0561526	-0.173402	0.182191	-72.048
325.8440017700195	107.995	1	0.0550539	-0.172242	0.180787	-72.258
326.9659957885742	108.996	1	0.0540164	-0.171082	0.179322	-72.468
328.1279983520508	109.995	1	0.0529177	-0.169862	0.177918	-72.69
329.2819976806641	110.999	1	0.0519412	-0.168763	0.176576	-72.88800000000001
330.3990020751953	111.995	1	0.0509646	-0.167665	0.175172	-73.086
331.5130004882813	112.996	1	0.0498049	-0.166566	0.173829	-73.33199999999999
332.6679992675781	113.995	1	0.0488894	-0.165467	0.172486	-73.53
333.8199996948242	114.993	1	0.0479128	-0.164369	0.171144	-73.74
334.9489974975586	116	1	0.0469973	-0.163331	0.169923	-73.932
336.0629959106445	116.996	1	0.0460818	-0.162232	0.16858	-74.136
337.2229995727539	117.994	1	0.0452273	-0.161195	0.16742	-74.316
338.375	118.996	1	0.0443118	-0.160157	0.166139	-74.526
339.4949951171875	119.994	1	0.0433962	-0.159059	0.164857	-74.724
340.6179962158203	120.993	1	0.0425417	-0.158082	0.163636	-74.916
341.7610015869141	121.997	1	0.0417483	-0.156983	0.162416	-75.09
342.8919982910156	122.998	1	0.0408938	-0.155946	0.161134	-75.288
344.0120010375977	123.997	1	0.0401614	-0.15503	0.160157	-75.462
345.1329956054688	124.995	1	0.0394289	-0.153993	0.158875	-75.636
346.2699966430664	125.997	1	0.0385745	-0.153016	0.157777	-75.84
347.3899993896484	126.995	1	0.0379641	-0.15204	0.156678	-75.97799999999999
348.504997253418	127.996	1	0.0371096	-0.151063	0.155519	-76.176
349.6370010375977	128.998	1	0.0363772	-0.150208	0.154481	-76.362
350.786994934082	129.993	1	0.0357668	-0.149293	0.153443	-76.512
351.9079971313477	130.998	1	0.0350955	-0.148316	0.152345	-76.68600000000001
353.0309982299805	131.996	1	0.034302	-0.147462	0.151307	-76.89
354.1539993286133	132.995	1	0.0337527	-0.146546	0.15027	-77.02200000000001
355.3059997558594	133.996	1	0.0330813	-0.145631	0.149293	-77.19
356.4290008544922	134.997	1	0.0323489	-0.144776	0.148316	-77.38200000000001
357.5479965209961	135.996	1	0.0318606	-0.143861	0.147279	-77.508
358.697998046875	136.997	1	0.0311891	-0.143006	0.146302	-77.682
359.8489990234375	137.993	1	0.0305787	-0.142213	0.145387	-77.84999999999999
360.9789962768555	138.996	1	0.0300294	-0.141358	0.144471	-77.988
362.1019973754883	139.992	1	0.0294801	-0.140443	0.143495	-78.12600000000001
363.2519989013672	140.991	1	0.0289308	-0.139649	0.142579	-78.294
364.411994934082	141.995	1	0.0283204	-0.138795	0.141603	-78.444
365.5349960327148	142.994	1	0.0277711	-0.138001	0.140748	-78.612
366.6589965820313	143.993	1	0.0272218	-0.137147	0.139771	-78.75
367.8399963378906	144.997	1	0.0267335	-0.136476	0.138978	-78.90000000000001
369.0120010375977	145.992	1	0.0261842	-0.135621	0.138062	-79.05
370.1339950561523	146.995	1	0.025757	-0.134828	0.137208	-79.176
371.2569961547852	147.995	1	0.0252076	-0.134034	0.136353	-79.32599999999999
372.4069976806641	148.994	1	0.0247194	-0.133363	0.13556	-79.476
373.6279983520508	149.998	1	0.0242921	-0.132569	0.134706	-79.608
