time(s)	f (Hz)	Nharm	X (V)	Y (V)	R (V)	teta (degr)
142.620002746582	11.9996	1	0.305788	-0.0944829	0.320009	-17.16
147.7590026855469	12.9995	1	0.302004	-0.103455	0.319216	-18.906
152.8970031738281	13.9995	1	0.296267	-0.10962	0.31592	-20.298
158.0120010375977	14.9989	1	0.290773	-0.115723	0.312929	-21.696
159.8230056762695	15.9988	1	0.282534	-0.125001	0.308901	-23.862
161.4640045166016	16.9988	1	0.274843	-0.128602	0.303408	-25.074
163.0960006713867	18.0001	1	0.269289	-0.133363	0.300478	-26.34
164.7190017700195	18.9991	1	0.265688	-0.137513	0.299135	-27.36
166.3300018310547	19.999	1	0.258425	-0.141541	0.294619	-28.704
167.9449996948242	20.999	1	0.252932	-0.145204	0.291689	-29.844
169.5550003051758	21.9998	1	0.247315	-0.148438	0.288393	-30.966
171.1669998168945	22.9988	1	0.242799	-0.151063	0.285952	-31.884
172.7820053100586	23.9992	1	0.236268	-0.153749	0.281862	-33.048
174.3940048217773	24.9996	1	0.231141	-0.156007	0.278811	-34.014
176.0040054321289	25.9972	1	0.225648	-0.158082	0.275454	-35.004
177.6180038452148	26.9985	1	0.219972	-0.15973	0.271852	-35.982
179.2190017700195	27.9999	1	0.214173	-0.161317	0.268068	-36.972
180.8300018310547	28.9984	1	0.208314	-0.162599	0.264223	-37.968
182.4480056762695	29.9978	1	0.203309	-0.163758	0.261049	-38.844
184.0820007324219	30.9992	1	0.198426	-0.164613	0.257814	-39.666
185.7350006103516	31.9977	1	0.192994	-0.165284	0.254091	-40.566
187.3680038452148	32.999	1	0.188233	-0.165833	0.250856	-41.37
188.9900054931641	34.0004	1	0.18329	-0.166139	0.247376	-42.174
190.6430053710938	34.9979	1	0.178651	-0.166322	0.24402	-42.942
192.2750015258789	35.9983	1	0.17389	-0.166383	0.240663	-43.728
193.8960037231445	36.9997	1	0.169435	-0.166383	0.237428	-44.46
195.5060043334961	38.0001	1	0.165101	-0.1662	0.234254	-45.174
197.1280059814453	38.9986	1	0.16089	-0.165895	0.23108	-45.864
198.72900390625	39.999	1	0.156861	-0.165711	0.22815	-46.56
200.3290023803711	40.9985	1	0.152955	-0.165101	0.225038	-47.178
201.9520034790039	41.996	1	0.149171	-0.164552	0.222108	-47.79
203.5640029907227	42.9993	1	0.145448	-0.164002	0.219178	-48.42
205.177001953125	43.9987	1	0.141786	-0.16327	0.216249	-49.02
206.7880020141602	44.9991	1	0.138368	-0.162538	0.213441	-49.584
208.4100036621094	45.9976	1	0.13495	-0.161866	0.210755	-50.172
210.0500030517578	46.9971	1	0.131532	-0.161073	0.207887	-50.754
211.6900024414063	47.9965	1	0.128541	-0.160157	0.205323	-51.234
213.3330001831055	48.996	1	0.125367	-0.159303	0.202699	-51.792
214.9730072021484	49.9992	1	0.122498	-0.158387	0.200196	-52.272
216.2840042114258	50.9987	1	0.11969	-0.15735	0.197633	-52.734
217.4360046386719	51.9981	1	0.116761	-0.156495	0.195252	-53.274
218.547004699707	52.9976	1	0.113892	-0.155702	0.192872	-53.808
219.6690063476563	53.9989	1	0.11139	-0.154542	0.190492	-54.204
220.8000030517578	54.9965	1	0.108887	-0.153504	0.188172	-54.648
221.9410018920898	55.9959	1	0.106446	-0.152406	0.185853	-55.056
223.0450057983398	56.9973	1	0.104065	-0.151429	0.183717	-55.494
224.1660003662109	57.9967	1	0.101868	-0.150453	0.181642	-55.884
225.3170013427734	58.9962	1	0.09967090000000001	-0.149415	0.179566	-56.286
226.4770050048828	59.9976	1	0.09759569999999999	-0.148316	0.177491	-56.634
227.6000061035156	60.997	1	0.0954595	-0.147218	0.175416	-57.018
228.72900390625	61.9965	1	0.0935063	-0.146119	0.173402	-57.372
229.870002746582	62.9978	1	0.0914922	-0.145143	0.17151	-57.756
231.0060043334961	63.9973	1	0.08966109999999999	-0.144044	0.169618	-58.092
232.1190032958984	64.9967	1	0.08783009999999999	-0.143067	0.167787	-58.446
233.2420043945313	65.9962	1	0.08612110000000001	-0.142091	0.166078	-58.77
234.3920059204102	66.9956	1	0.0843511	-0.141053	0.164308	-59.1
235.5230026245117	67.99890000000001	1	0.0826421	-0.139894	0.162477	-59.406
236.6430053710938	68.99639999999999	1	0.0809941	-0.138917	0.160707	-59.736
237.765007019043	69.9978	1	0.0795293	-0.137818	0.15912	-60
238.9160003662109	70.9991	1	0.0780034	-0.136964	0.157594	-60.324
240.0380020141602	71.9986	1	0.0764165	-0.135987	0.155946	-60.642
241.1640014648438	72.9961	1	0.0750127	-0.134889	0.154298	-60.912
242.2870025634766	73.99939999999999	1	0.07360890000000001	-0.133912	0.152772	-61.176
243.4400024414063	74.99890000000001	1	0.0722661	-0.132874	0.151246	-61.446
244.5630035400391	75.9945	1	0.0709233	-0.131898	0.14972	-61.728
245.6780014038086	76.9978	1	0.0697026	-0.131043	0.148377	-61.974
246.8400039672852	77.99720000000001	1	0.0684819	-0.130067	0.146913	-62.22
248.0040054321289	78.9967	1	0.06713909999999999	-0.129151	0.145509	-62.502
249.125	79.9961	1	0.0659795	-0.128175	0.144105	-62.736
250.2460021972656	80.9956	1	0.0648808	-0.12732	0.142884	-62.976
251.4010009765625	81.9969	1	0.0637822	-0.126344	0.14148	-63.204
252.5540008544922	82.9983	1	0.06268360000000001	-0.125489	0.140199	-63.444
253.6949996948242	83.9996	1	0.0615847	-0.124573	0.138917	-63.672
254.8170013427734	84.99720000000001	1	0.0605471	-0.123719	0.137696	-63.912
255.9860000610352	86.0004	1	0.0595095	-0.122803	0.136476	-64.122
257.1520004272461	86.99800000000001	1	0.058594	-0.121949	0.135255	-64.33199999999999
258.2760009765625	87.9974	1	0.0576174	-0.121094	0.134095	-64.542
259.3990020751953	88.9969	1	0.0567019	-0.120301	0.132936	-64.752
260.5620040893555	90.00020000000001	1	0.0557864	-0.119446	0.131776	-64.95
261.7050018310547	90.9958	1	0.0548708	-0.118714	0.130738	-65.172
262.8300018310547	91.9962	1	0.0539553	-0.11792	0.12964	-65.40600000000001
263.9540023803711	92.9947	1	0.0530398	-0.117188	0.128541	-65.616
265.1120071411133	93.996	1	0.0522463	-0.116272	0.127442	-65.77200000000001
266.224006652832	94.9974	1	0.0514529	-0.115479	0.126405	-65.976
267.3460006713867	95.99590000000001	1	0.0506594	-0.114808	0.125489	-66.17400000000001
268.4680023193359	96.9973	1	0.049927	-0.113953	0.124329	-66.312
269.6120071411133	97.9958	1	0.0490725	-0.113282	0.123414	-66.54000000000001
270.7320022583008	98.9971	1	0.0484011	-0.11261	0.122498	-66.72
271.8480072021484	99.9956	1	0.0476687	-0.111817	0.121521	-66.88800000000001
272.9920043945313	100.994	1	0.0469973	-0.111084	0.120545	-67.056
274.1450042724609	101.998	1	0.0463259	-0.110352	0.119568	-67.212
275.2680053710938	103	1	0.0456545	-0.109681	0.118714	-67.386
276.3889999389648	103.995	1	0.0449221	-0.109009	0.117859	-67.59
277.5510025024414	104.994	1	0.0443728	-0.108338	0.117005	-67.70399999999999
278.693000793457	105.995	1	0.0436404	-0.107605	0.116089	-67.896
279.8140029907227	106.994	1	0.04303	-0.106934	0.115235	-68.06399999999999
280.9360046386719	107.998	1	0.0424197	-0.106324	0.11438	-68.232
282.0860061645508	108.996	1	0.0418093	-0.105652	0.113587	-68.37600000000001
283.2180023193359	109.992	1	0.04126	-0.104981	0.112793	-68.538
284.3400039672852	110.996	1	0.0406497	-0.104371	0.111939	-68.688
285.4700012207031	111.995	1	0.0401614	-0.103699	0.111145	-68.82599999999999
286.6100006103516	112.993	1	0.039551	-0.103089	0.110352	-68.982
287.745002746582	113.995	1	0.0390017	-0.102479	0.10962	-69.14400000000001
288.8610000610352	114.993	1	0.0384524	-0.101868	0.108826	-69.288
289.995002746582	115.997	1	0.0380251	-0.101319	0.108155	-69.414
291.1470031738281	116.996	1	0.0374148	-0.100708	0.107361	-69.59999999999999
292.2690048217773	117.994	1	0.0369265	-0.100159	0.10669	-69.738
293.3910064697266	118.996	1	0.0364382	-0.09954880000000001	0.105958	-69.87600000000001
294.5120010375977	119.994	1	0.036011	-0.0989385	0.105286	-69.97199999999999
295.6620025634766	120.998	1	0.0354617	-0.09838909999999999	0.104554	-70.176
296.7940063476563	121.994	1	0.0350955	-0.09783980000000001	0.103882	-70.26600000000001
297.9160003662109	122.998	1	0.0346072	-0.0972905	0.103211	-70.398
299.0580062866211	123.997	1	0.0341189	-0.0967412	0.10254	-70.548
300.22900390625	124.995	1	0.0336916	-0.0962529	0.101929	-70.69199999999999
301.3530044555664	125.997	1	0.0332644	-0.0957036	0.101258	-70.824
302.4870071411133	126.995	1	0.0327761	-0.0951543	0.100586	-70.962
303.6389999389648	127.996	1	0.0324099	-0.094666	0.100037	-71.08799999999999
304.7900009155273	128.998	1	0.0319827	-0.0941777	0.09942670000000001	-71.226
305.9160003662109	129.993	1	0.0316164	-0.09368940000000001	0.0988164	-71.334
307.0440063476563	130.998	1	0.0312502	-0.0931401	0.098145	-71.43600000000001
308.1970062255859	131.996	1	0.0307618	-0.09265180000000001	0.09759569999999999	-71.604
309.3530044555664	132.995	1	0.0303956	-0.0921636	0.0969853	-71.736
310.4750061035156	133.996	1	0.0300294	-0.0916753	0.09643599999999999	-71.856
311.5980072021484	134.992	1	0.0296632	-0.091187	0.0958257	-71.946
312.75	135.996	1	0.029297	-0.09069869999999999	0.0952764	-72.09
313.8820037841797	136.994	1	0.0289308	-0.09027150000000001	0.09472700000000001	-72.22199999999999
315.0050048828125	137.993	1	0.0286256	-0.08978319999999999	0.0941777	-72.3
316.1280059814453	138.996	1	0.0282594	-0.0893559	0.0936284	-72.438
317.2780075073242	139.992	1	0.0278932	-0.08886769999999999	0.0930791	-72.56399999999999
318.4100036621094	140.991	1	0.027527	-0.0884404	0.0925908	-72.678
319.5370025634766	141.995	1	0.0271608	-0.0880132	0.0920415	-72.846
320.6620025634766	142.994	1	0.0268556	-0.0874639	0.0914922	-72.90600000000001
321.8199996948242	143.993	1	0.0265504	-0.0870976	0.0910039	-73.032
322.9530029296875	144.997	1	0.0262452	-0.0866704	0.0905156	-73.134
324.0750045776367	145.992	1	0.0259401	-0.0861821	0.0899663	-73.23
325.2180023193359	146.995	1	0.0255738	-0.08587690000000001	0.0895391	-73.392
326.3800048828125	147.995	1	0.0252687	-0.0854497	0.0890508	-73.5
327.5030059814453	148.994	1	0.0249635	-0.08496140000000001	0.0885015	-73.62000000000001
328.6350021362305	149.998	1	0.0247194	-0.0845342	0.08807420000000001	-73.66800000000001
